Season,Date,Tournament,Round,Map,Side,Match Duration,Team,Attack/Defend Success?,Offense/Defense/KotH,KotH: Who Captured First?,Player,Hero,Hero swapped From,Swap Location,Start Time,End Time,Time Played,Match Share,Time Played (sec),Duration Calculation Column
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,IID,Mei,,,2:58:17,3:04:46,0:06:29,77.96%,389,0:08:19
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Dahang,Zenyatta,,,2:58:17,3:06:36,0:08:19,100.00%,499,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Rapha,Zarya,,,2:58:17,3:04:46,0:06:29,77.96%,389,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Azk,McCree,,,2:58:17,3:04:46,0:06:29,77.96%,389,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Mesr,Reinhardt,,,2:58:17,3:06:06,0:07:49,93.99%,469,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Minstrel,Lucio,,,2:58:17,3:06:36,0:08:19,100.00%,499,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,EnVyUs,Yes,Offense,,Harryhook,Mercy,,,2:58:17,3:06:36,0:08:19,100.00%,499,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,EnVyUs,Yes,Offense,,Taimou,Roadhog,,,2:58:17,3:02:02,0:03:45,45.09%,225,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,EnVyUs,Yes,Offense,,Internethulk,Winston,,,2:58:17,3:06:36,0:08:19,100.00%,499,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,EnVyUs,Yes,Offense,,Chipshajen,Ana,,,2:58:17,3:06:36,0:08:19,100.00%,499,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,EnVyUs,Yes,Offense,,Cocco,Zarya,,,2:58:17,3:06:36,0:08:19,100.00%,499,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,EnVyUs,Yes,Offense,,Talespin,Pharah,,,2:58:17,3:01:57,0:03:40,44.09%,220,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,EnVyUs,Yes,Offense,,Talespin,Tracer,Pharah,Dorado Second Arch,3:01:57,3:06:36,0:04:39,55.91%,279,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,EnVyUs,Yes,Offense,,Taimou,McCree,Roadhog,Dorado Second Arch,3:02:02,3:06:36,0:04:34,54.91%,274,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Azk,Tracer,McCree,Dorado Third Point,3:04:46,3:05:26,0:00:40,8.02%,40,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Rapha,D.va,Zarya,Dorado Third Point,3:04:46,3:05:30,0:00:44,8.82%,44,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,IID,Reaper,Mei,Dorado Third Point,3:04:46,3:06:36,0:01:50,22.04%,110,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Azk,McCree,Tracer,Dorado Third Point,3:05:26,3:05:58,0:00:32,6.41%,32,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Rapha,Zarya,D.va,Dorado Third Point,3:05:30,3:06:36,0:01:06,13.23%,66,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Azk,Tracer,McCree,Dorado Third Point,3:05:58,3:06:36,0:00:38,7.62%,38,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,1,0:08:19,Liquid,No,Defense,,Mesr,D.va,Reinhardt,Dorado Third Point,3:06:06,3:06:36,0:00:30,6.01%,30,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,Minstrel,Lucio,,,3:08:33,3:15:04,0:06:31,100.00%,391,0:06:31
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,Mesr,Reinhardt,,,3:08:33,3:15:04,0:06:31,100.00%,391,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,Azk,McCree,,,3:08:33,3:09:06,0:00:33,8.44%,33,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,Rapha,Winston,,,3:08:33,3:09:06,0:00:33,8.44%,33,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,Dahang,Ana,,,3:08:33,3:15:04,0:06:31,100.00%,391,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,IID,Zarya,,,3:08:33,3:15:04,0:06:31,100.00%,391,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,EnVyUs,Yes,Defense,,Harryhook,Genji,,,3:08:33,3:15:04,0:06:31,100.00%,391,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,EnVyUs,Yes,Defense,,Taimou,Roadhog,,,3:08:33,3:11:22,0:02:49,43.22%,169,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,EnVyUs,Yes,Defense,,Internethulk,Zarya,,,3:08:33,3:15:04,0:06:31,100.00%,391,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,EnVyUs,Yes,Defense,,Chipshajen,Ana,,,3:08:33,3:15:04,0:06:31,100.00%,391,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,EnVyUs,Yes,Defense,,Cocco,Reinhardt,,,3:08:33,3:15:04,0:06:31,100.00%,391,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,EnVyUs,Yes,Defense,,Talespin,Mei,,,3:08:33,3:14:20,0:05:47,88.75%,347,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,Rapha,Reaper,Winston,Dorado First Arch,3:09:06,3:11:54,0:02:48,42.97%,168,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,Azk,Tracer,McCree,Dorado First Arch,3:09:06,3:15:04,0:05:58,91.56%,358,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,EnVyUs,Yes,Defense,,Taimou,McCree,Roadhog,Dorado Courtyard ,3:11:22,3:15:04,0:03:42,56.78%,222,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,Liquid,No,Offense,,Rapha,Winston,Reaper,Dorado Second Arch,3:11:54,3:15:04,0:03:10,48.59%,190,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Dorado,2,0:06:31,EnVyUs,Yes,Defense,,Talespin,Tracer,Mei,Dorado Second Point,3:14:20,3:15:04,0:00:44,11.25%,44,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,EnVyUs,No,Defense,,Harryhook,Lucio,,,3:19:09,3:26:35,0:07:26,100.00%,446,0:07:26
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,EnVyUs,No,Defense,,Taimou,Roadhog,,,3:19:09,3:24:14,0:05:05,68.39%,305,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,EnVyUs,No,Defense,,Internethulk,Winston,,,3:19:09,3:26:35,0:07:26,100.00%,446,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,EnVyUs,No,Defense,,Chipshajen,Ana,,,3:19:09,3:26:35,0:07:26,100.00%,446,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,EnVyUs,No,Defense,,Cocco,Zarya,,,3:19:09,3:26:35,0:07:26,100.00%,446,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,EnVyUs,No,Defense,,Talespin,Mei,,,3:19:09,3:22:46,0:03:37,48.65%,217,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,IID,Pharah,,,3:19:09,3:22:14,0:03:05,41.48%,185,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,Dahang,Mercy,,,3:19:09,3:22:14,0:03:05,41.48%,185,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,Rapha,Zarya,,,3:19:09,3:26:35,0:07:26,100.00%,446,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,Azk,Tracer,,,3:19:09,3:22:14,0:03:05,41.48%,185,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,Mesr,Winston,,,3:19:09,3:22:14,0:03:05,41.48%,185,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,Minstrel,Lucio,,,3:19:09,3:26:35,0:07:26,100.00%,446,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,Azk,McCree,Tracer,Numbani First Point,3:22:14,3:26:35,0:04:21,58.52%,261,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,IID,Reaper,Pharah,Numbani First Point,3:22:14,3:26:35,0:04:21,58.52%,261,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,Dahang,Ana,Mercy,Numbani First Point,3:22:14,3:26:35,0:04:21,58.52%,261,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,EnVyUs,No,Defense,,Talespin,Tracer,Mei,Numbani First Point,3:22:46,3:26:35,0:03:49,51.35%,229,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,EnVyUs,No,Defense,,Taimou,McCree,Roadhog,Numbani Second Dogleg,3:24:14,3:26:35,0:02:21,31.61%,141,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,1,0:07:26,Liquid,Yes,Offense,,Mesr,Reinhardt,Winston,Numbani First Point,3:22:14,3:26:35,0:04:21,58.52%,261,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,EnVyUs,Yes,Offense,,Harryhook,Mercy,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:04:30
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,EnVyUs,Yes,Offense,,Taimou,Roadhog,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,EnVyUs,Yes,Offense,,Internethulk,Winston,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,EnVyUs,Yes,Offense,,Chipshajen,Ana,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,EnVyUs,Yes,Offense,,Cocco,Zarya,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,EnVyUs,Yes,Offense,,Talespin,Pharah,,,3:28:31,3:30:34,0:02:03,45.56%,123,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,Liquid,No,Defense,,Minstrel,Lucio,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,Liquid,No,Defense,,Mesr,Winston,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,Liquid,No,Defense,,Azk,McCree,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,Liquid,No,Defense,,Rapha,Roadhog,,,3:28:31,3:31:42,0:03:11,70.74%,191,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,Liquid,No,Defense,,Dahang,Ana,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,Liquid,No,Defense,,IID,Zarya,,,3:28:31,3:33:01,0:04:30,100.00%,270,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,EnVyUs,Yes,Offense,,Talespin,Tracer,Pharah,Numbani Second Point,3:30:34,3:33:01,0:02:27,54.44%,147,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,Liquid,No,Defense,,Rapha,Tracer,Roadhog,Numbani Second Dogleg,3:31:42,3:32:14,0:00:32,11.85%,32,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,2,0:04:30,Liquid,No,Defense,,Rapha,Pharah,Tracer,Numbani Second Dogleg,3:32:14,3:33:01,0:00:47,17.41%,47,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,EnVyUs,Yes,Defense,,Harryhook,Lucio,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:03:44
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,EnVyUs,Yes,Defense,,Taimou,Roadhog,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,EnVyUs,Yes,Defense,,Internethulk,Winston,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,EnVyUs,Yes,Defense,,Chipshajen,Ana,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,EnVyUs,Yes,Defense,,Cocco,Zarya,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,EnVyUs,Yes,Defense,,Talespin,Mei,,,3:34:28,3:35:40,0:01:12,32.14%,72,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,Liquid,No,Offense,,Minstrel,Lucio,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,Liquid,No,Offense,,Mesr,Winston,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,Liquid,No,Offense,,Azk,Tracer,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,Liquid,No,Offense,,Rapha,Genji,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,Liquid,No,Offense,,Dahang,Zenyatta,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,Liquid,No,Offense,,IID,Zarya,,,3:34:28,3:38:12,0:03:44,100.00%,224,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,3,0:03:44,EnVyUs,Yes,Defense,,Talespin,Tracer,Mei,Numbani First Point,3:35:40,3:38:12,0:02:32,67.86%,152,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,EnVyUs,Yes,Offense,,Harryhook,Mercy,,,3:39:40,3:43:55,0:04:15,100.00%,255,0:04:15
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,EnVyUs,Yes,Offense,,Taimou,Roadhog,,,3:39:40,3:40:40,0:01:00,23.53%,60,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,EnVyUs,Yes,Offense,,Internethulk,Winston,,,3:39:40,3:43:55,0:04:15,100.00%,255,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,EnVyUs,Yes,Offense,,Chipshajen,Ana,,,3:39:40,3:43:55,0:04:15,100.00%,255,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,EnVyUs,Yes,Offense,,Cocco,Zarya,,,3:39:40,3:43:55,0:04:15,100.00%,255,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,EnVyUs,Yes,Offense,,Talespin,Pharah,,,3:39:40,3:43:55,0:04:15,100.00%,255,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,Liquid,No,Defense,,Minstrel,Lucio,,,3:39:40,3:43:55,0:04:15,100.00%,255,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,Liquid,No,Defense,,Mesr,Reinhardt,,,3:39:40,3:43:55,0:04:15,100.00%,255,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,Liquid,No,Defense,,Azk,McCree,,,3:39:40,3:40:16,0:00:36,14.12%,36,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,Liquid,No,Defense,,Rapha,Winston,,,3:39:40,3:41:55,0:02:15,52.94%,135,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,Liquid,No,Defense,,Dahang,Ana,,,3:39:40,3:43:55,0:04:15,100.00%,255,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,Liquid,No,Defense,,IID,Mei,,,3:39:40,3:43:36,0:03:56,92.55%,236,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,EnVyUs,Yes,Offense,,Taimou,Tracer,Roadhog,Numbani First Point,3:40:40,3:43:55,0:03:15,76.47%,195,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,Liquid,No,Defense,,Rapha,D.va,Winston,Numbani Second Point,3:41:55,3:43:55,0:02:00,47.06%,120,0:00:00
2,9/25/2016,Overwatch Open,NA Uppper Bracket Round 2,Numbani,4,0:04:15,Liquid,No,Defense,,IID,Tracer,Mei,Numbani Second Dogleg,3:43:36,3:43:55,0:00:19,7.45%,19,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,NRG,Yes,Defense,,Milo,Reinhardt,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:04:36
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,NRG,Yes,Defense,,Pookz,Lucio,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,NRG,Yes,Defense,,Gods,D.va,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,NRG,Yes,Defense,,Dummy,Ana,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,NRG,Yes,Defense,,Seagull,Bastion,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,NRG,Yes,Defense,,Enigma,Zarya,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,Splyce,No,Offense,,Shrugger,Genji,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,Splyce,No,Offense,,Ninjanick,Lucio,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,Splyce,No,Offense,,Syckness,D.va,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,Splyce,No,Offense,,Shaneisghost,Winston,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,Splyce,No,Offense,,Clockwork,Tracer,,,4:15:48,4:20:24,0:04:36,100.00%,276,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,Splyce,No,Offense,,Pyyyour,Ana,,,4:15:48,4:17:24,0:01:36,34.78%,96,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,1,0:04:36,Splyce,No,Offense,,Pyyyour,Zenyatta,Ana,Numbani First Point,4:17:24,4:20:24,0:03:00,65.22%,180,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,NRG,Yes,Offense,,Enigma,Zarya,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:57
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,NRG,Yes,Offense,,Gods,Reaper,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,NRG,Yes,Offense,,Seagull,Mei,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,NRG,Yes,Offense,,Pookz,Lucio,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,NRG,Yes,Offense,,Mi,Reinhardt,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,NRG,Yes,Offense,,Dummy,Ana,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,Splyce,No,Defense,,Pyyyour,Ana,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,Splyce,No,Defense,,Ninjanick,Lucio,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,Splyce,No,Defense,,Syckness,Zarya,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,Splyce,No,Defense,,Shaneisghost,Winston,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,Splyce,No,Defense,,Clockwork,Soldier 76,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Numbani,2,0:00:57,Splyce,No,Defense,,Shrugger,Genji,,,4:22:17,4:23:14,0:00:57,100.00%,57,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,NRG,Yes,Defense,,Dummy,Ana,,,4:30:04,4:38:25,0:08:21,100.00%,501,0:08:21
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,NRG,Yes,Defense,,Gods,McCree,,,4:30:04,4:34:01,0:03:57,47.31%,237,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,NRG,Yes,Defense,,Seagull,Mei,,,4:30:04,4:38:25,0:08:21,100.00%,501,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,NRG,Yes,Defense,,Milo,Reinhardt,,,4:30:04,4:38:25,0:08:21,100.00%,501,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,NRG,Yes,Defense,,Pookz,Lucio,,,4:30:04,4:38:25,0:08:21,100.00%,501,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,NRG,Yes,Defense,,Enigma,Zarya,,,4:30:04,4:34:01,0:03:57,47.31%,237,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,Splyce,No,Offense,,Syckness,Zarya,,,4:30:04,4:38:25,0:08:21,100.00%,501,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,Splyce,No,Offense,,Clockwork,Tracer,,,4:30:04,4:38:25,0:08:21,100.00%,501,0:00:00
2,9/25/2016,Overwatch Open,NA Lower Bracket Round 1,Temple of Anubis,1,0:08:21,Splyce,No,Offense,,Shaneisghost,Winston,,,4:30:04,4:38:25,0:08:21,100.00%,501,0:00:00
